#SampleID	DIET_TYPE
000003799.1130268	Omn
000002276.1076156	Omn
000006756.1053804	Omn
000009580.1130174	Omn
000001205.1076316	Omn
000001139.1131702	Omn
000009527.1130286	Omn
000007083.1075676	Omn
000003319.1076458	Omn
000003895.1076443	Omn
000001048.1075900	Omn
000001315.1075967	Omn
000007670.1130354	Omn
000006911.1130059	Omn
000001558.1076184	Omn
000009142.1130432	Veg
000001232.1130035	Omn
000007668.1130386	Omn
000004705.1130352	Omn
000004071.1075897	Omn
000006703.1131838	Omn
000001244.1076467	Omn
000002944.1130012	Veg
000001827.1076437	Omn
000007005.1131779	Omn
000007151.1130047	Omn
000005927.1131701	Omn
000003716.1131747	Omn
000001801.1076017	Omn
000005033.1076435	Omn
000001482.1075740	Omn
000002051.1053951	Omn
000001004.1076113	Omn
000006034.1053823	Omn
000004847.1076145	Omn
000001782.1076436	Omn
000001905.1130196	Omn
000001685.1075790	Omn
000004703.1131571	Omn
000004714.1076253	Omn
000001719.1130248	Omn
000002598.1076123	Omn
000005085.1076193	Omn
000001714.1075902	Veg
000006654.1130005	Omn
000002631.1075741	Omn
000003508.1075928	Omn
000004072.1076100	Omn
000003559.1131777	Omn
000006114.1130329	Veg
000003538.1131634	Omn
000003809.1131594	Veg
000001513.1131954	Omn
000003221.1076157	Omn
000001516.1075727	Veg
000004139.1075994	Omn
000001772.1075792	Omn
000002765.1076417	Omn
000006766.1131806	Veg
000001852.1075839	Omn
000001966.1076441	Omn
000009623.1130130	Omn
000003458.1076087	Omn
000005568.1053945	Omn
000001182.1131623	Omn
000003451.1130418	Veg
000002132.1076332	Omn
000001765.1076173	Omn
000003423.1076028	Veg
000009239.1130379	Omn
000005880.1130319	Omn
000001328.1076289	Omn
000002943.1075954	Veg
000006084.1130445	Omn
000007746.1131774	Omn
000005900.1131953	Omn
000006626.1131574	Omn
000006778.1053712	Omn
000002809.1131923	Omn
000003317.1053879	Omn
000001253.1076218	Omn
000004792.1131545	Omn
000002906.1076335	Omn
000002826.1075879	Omn
000004225.1131943	Omn
000001812.1075914	Omn
000001118.1075966	Veg
000005907.1131827	Veg
000004061.1053873	Omn
000004786.1131888	Omn
000003103.1075922	Omn
000005036.1076255	Omn
000004891.1130079	Omn
000006653.1130147	Omn
000006135.1131744	Omn
000001923.1076122	Veg
000001499.1076418	Omn
000005782.1131679	Omn
000004759.1076327	Omn
000002414.1076151	Omn
000007009.1131546	Omn
000001411.1075848	Omn
000005849.1076251	Omn
000003366.1075733	Omn
000006670.1131872	Veg
000007183.1131548	Omn
000001778.1131881	Omn
000001908.1076338	Omn
000004612.1076352	Omn
000004738.1076259	Omn
000009402.1130343	Omn
000004697.1076252	Omn
000001866.1076065	Omn
000006710.1131717	Omn
000007055.1130316	Omn
000001568.1076176	Omn
000007740.1130093	Omn
000006619.1131670	Omn
000002219.1075877	Omn
000002773.1075903	Omn
000002865.1075768	Omn
000006804.1131958	Omn
000002834.1075915	Veg
000005892.1053892	Omn
000004695.1130010	Omn
000003365.1075951	Omn
000003529.1130325	Omn
000004224.1076052	Omn
000001265.1130404	Veg
000005920.1131568	Omn
000005965.1131938	Omn
000003125.1076414	Omn
000001317.1075937	Omn
000002482.1075920	Omn
000002180.1076396	Omn
000001621.1130247	Omn
000004709.1076180	Omn
000006760.1130215	Omn
000002081.1053820	Omn
000002370.1130350	Omn
000004864.1076238	Omn
000004220.1131867	Omn
000006065.1053734	Omn
000001135.1076119	Omn
000005041.1130541	Omn
000002774.1075948	Omn
000006047.1130524	Omn
000001647.1076299	Omn
000004927.1131781	Omn
000009211.1130163	Omn
000009139.1131511	Omn
000009715.1130275	Omn
000004676.1076360	Omn
000002288.1130324	Omn
000004185.1076034	Omn
000001616.1076171	Veg
000001141.1075936	Omn
000005039.1076228	Omn
000009134.1131566	Veg
000002825.1076132	Omn
000004656.1076279	Omn
000005012.1131927	Omn
000001745.1075778	Omn
000001142.1075871	Omn
000005017.1076470	Veg
000005662.1130027	Omn
000002309.1130415	Omn
000007811.1130412	Omn
000002396.1075884	Omn
000006678.1131726	Omn
000002211.1075742	Omn
000004922.1131561	Omn
000002342.1053720	Omn
000009766.1131885	Omn
000003082.1076433	Omn
000006666.1053751	Omn
000008982.1131895	Omn
000001008.1075990	Omn
000002468.1131553	Omn
000001521.1075767	Omn
000005834.1076478	Veg
000007693.1130373	Omn
000002715.1076224	Omn
000004147.1130208	Omn
000002035.1075856	Omn
000009036.1130439	Omn
000009427.1131753	Omn
000001344.1075861	Omn
000003216.1075785	Omn
000001985.1075904	Veg
000001301.1075982	Omn
000004859.1076231	Omn
000009484.1130566	Omn
000001336.1075898	Omn
000004707.1076222	Omn
000005024.1130237	Omn
000007174.1131559	Omn
000004736.1076315	Omn
000003193.1076330	Omn
000006763.1130413	Omn
000007673.1130155	Omn
000002387.1075963	Omn
000005935.1130482	Omn
000005938.1076475	Omn
000001386.1075775	Omn
000006895.1053738	Omn
000002064.1076346	Omn
000008972.1131924	Omn
000005020.1131526	Omn
000001659.1075988	Omn
000001228.1076081	Veg
000005971.1131880	Omn
000002302.1076213	Omn
000001151.1075997	Veg
000002871.1076038	Omn
000004918.1130508	Omn
000002334.1076229	Omn
000001098.1076016	Omn
000004650.1131819	Veg
000004917.1076276	Omn
000008193.1130029	Omn
000006879.1130118	Veg
000005948.1130006	Veg
000009463.1130442	Veg
000002807.1131531	Omn
000001856.1075938	Omn
000001305.1075908	Omn
000003830.1131565	Omn
000003154.1076136	Omn
000007108.1075657	Omn
000001551.1075786	Omn
000003215.1131903	Omn
000006050.1131603	Veg
000002652.1076263	Omn
000006636.1131643	Omn
000006134.1131957	Omn
000005924.1131540	Omn
000002670.1131756	Omn
000001483.1076445	Omn
000004916.1130017	Omn
000004894.1130072	Omn
000004926.1130303	Omn
000005835.1076274	Veg
000003453.1131706	Omn
000001170.1075761	Omn
000003971.1075999	Omn
000007056.1130302	Omn
000001272.1075718	Omn
000006020.1131655	Omn
000001763.1075809	Omn
000002288.1076201	Omn
000006716.1131728	Omn
000007698.1130472	Omn
000007077.1075690	Omn
000002082.1053885	Omn
000001735.1076099	Omn
000006668.1130334	Omn
000002687.1075746	Omn
000006042.1131768	Omn
000002793.1131616	Omn
000003452.1131788	Omn
000002302.1130154	Omn
000001427.1075893	Omn
000002403.1076244	Omn
000003280.1075890	Omn
000002281.1131757	Omn
000001089.1075745	Omn
000001364.1075787	Omn
000001654.1076051	Veg
000002165.1075866	Omn
000003810.1053816	Veg
000001916.1075888	Omn
000001906.1130170	Omn
000004633.1076440	Omn
000001281.1076476	Omn
000005073.1076469	Omn
000004859.1130220	Omn
000006689.1130313	Omn
000001651.1076077	Omn
000003838.1130504	Omn
000001332.1076408	Omn
000002605.1076071	Omn
000001193.1076477	Veg
000001544.1130299	Omn
000001965.1131816	Omn
000001535.1131625	Omn
000001862.1131790	Omn
000009535.1131619	Omn
000001534.1053739	Omn
000002159.1131556	Omn
000005846.1131690	Omn
000004670.1076158	Omn
000002733.1076465	Omn
000004890.1076329	Omn
000001114.1130033	Omn
000002161.1053919	Omn
000005031.1076400	Omn
000009114.1130112	Omn
000002609.1076069	Omn
000004141.1076030	Omn
000006647.1130279	Omn
000002347.1076425	Omn
000004753.1130558	Omn
000005007.1130061	Omn
000002649.1131517	Omn
000002713.1076226	Veg
000006053.1131699	Omn
000002205.1076114	Omn
000003287.1076025	Omn
000006691.1131696	Omn
000002806.1076060	Omn
000002952.1076047	Omn
000001152.1075756	Omn
000002148.1075974	Omn
000005571.1076389	Veg
000003937.1075765	Omn
000008954.1076453	Omn
000003820.1053731	Omn
000004872.1076287	Omn
000004266.1076089	Omn
000005037.1076397	Omn
000002175.1075864	Omn
000002177.1076288	Omn
000004971.1131691	Omn
000005433.1076267	Veg
000001726.1076111	Omn
000009528.1131530	Omn
000002162.1130335	Omn
000002616.1076036	Omn
000004222.1076082	Omn
000002056.1075815	Omn
000002146.1130172	Omn
000003083.1130159	Omn
000002897.1130312	Omn
000006635.1131865	Omn
000001294.1075823	Omn
000002752.1076382	Omn
000009109.1131861	Veg
000006728.1131584	Omn
000009117.1131529	Omn
000002801.1130261	Omn
000004009.1075925	Omn
000001622.1076031	Omn
000005014.1130182	Omn
000006657.1053714	Omn
000004972.1131843	Omn
000006695.1131826	Omn
000005015.1076318	Omn
000004692.1131854	Omn
000001390.1130382	Omn
000009003.1130128	Omn
000009494.1130280	Omn
000002331.1075840	Omn
000003475.1076147	Omn
000002341.1053910	Omn
000001400.1076345	Omn
000003370.1076149	Omn
000006688.1131539	Omn
000006001.1131648	Omn
000009433.1130132	Omn
000006074.1130336	Veg
000003798.1076388	Omn
000001125.1130088	Veg
000002141.1053789	Veg
000009149.1131519	Omn
000002418.1131513	Omn
000001126.1075986	Omn
000001530.1075882	Veg
000002027.1053924	Omn
000002142.1053796	Veg
000003058.1075837	Omn
000001423.1076221	Omn
000002152.1130165	Veg
000001884.1076094	Veg
000002329.1075830	Omn
000005238.1076291	Omn
000002577.1076258	Omn
000001662.1130357	Omn
000004974.1131852	Omn
000003954.1130309	Omn
000001830.1076118	Omn
000001375.1075804	Omn
000002735.1130284	Omn
000001832.1075755	Veg
000001270.1130465	Omn
000002262.1076020	Omn
000003201.1075970	Omn
000006125.1130251	Veg
000002733.1076457	Omn
000001404.1075729	Omn
000002319.1075743	Omn
000001934.1076306	Omn
000001520.1076266	Omn
000001060.1076121	Omn
000005807.1053929	Veg
000004699.1076394	Omn
000001334.1076230	Omn
000005725.1131948	Omn
000003171.1076314	Omn
000001379.1131813	Omn
000002125.1130222	Omn
000006952.1130409	Veg
000009531.1131795	Omn
000002348.1076160	Veg
000004831.1076322	Veg
000009013.1131551	Omn
000003432.1075725	Omn
000001556.1076063	Omn
000004633.1130011	Omn
000002391.1075924	Omn
000009221.1130007	Omn
000003713.1076336	Omn
000002784.1076182	Veg
000006838.1130287	Omn
000002274.1076076	Omn
000002587.1053912	Omn
000001001.1053931	Omn
000004631.1131889	Omn
000002451.1130037	Omn
000003879.1075730	Veg
000001587.1075953	Omn
000006944.1131932	Omn
000009011.1131752	Omn
000006072.1131834	Omn
000006943.1131820	Omn
000002295.1075885	Omn
000004973.1131789	Omn
000002179.1076210	Omn
000002176.1076120	Omn
000002253.1131832	Omn
000003092.1076134	Omn
000001263.1076271	Omn
000006929.1130131	Omn
000009464.1130297	Veg
000006684.1053860	Omn
000005810.1130481	Omn
000003266.1131945	Omn
000002534.1130403	Omn
000005263.1076371	Omn
000001410.1076207	Veg
000005935.1053827	Omn
000001241.1130571	Omn
000009238.1131680	Omn
000001049.1075984	Omn
000001559.1075764	Omn
000002669.1131831	Omn
000007666.1131714	Omn
000004645.1131766	Omn
000004677.1076202	Omn
000007182.1130363	Omn
000009413.1131600	Omn
000002546.1075771	Omn
000001125.1076337	Veg
000006941.1131884	Omn
000005596.1130225	Omn
000003732.1130495	Omn
000002372.1075793	Omn
000009180.1131887	Omn
000001389.1130276	Omn
000006049.1131960	Omn
000003797.1076344	Omn
000003331.1075820	Omn
000004822.1076432	Omn
000001018.1075878	Omn
000001671.1053821	Veg
000002201.1130086	Omn
000001912.1076194	Omn
000002905.1076298	Omn
000004780.1076163	Omn
000001180.1075752	Omn
000007677.1130340	Veg
000001611.1076072	Omn
000004625.1131944	Omn
000001269.1075870	Omn
000003983.1130209	Omn
000001589.1076022	Omn
000008989.1131869	Omn
000001590.1076320	Omn
000001140.1075998	Veg
000001500.1076150	Veg
000009558.1130486	Omn
000002563.1075860	Omn
000006777.1131576	Omn
000002112.1131864	Omn
000002147.1075772	Omn
000001595.1076003	Omn
000005685.1131955	Omn
000005038.1131951	Omn
000003177.1130440	Omn
000007736.1130149	Omn
000009375.1130497	Veg
000009085.1131755	Omn
000001545.1076110	Omn
000006729.1131640	Omn
000001878.1076032	Omn
000006839.1130241	Omn
000004783.1076472	Omn
000001492.1076464	Omn
000005716.1131599	Omn
000007177.1130564	Omn
000009767.1131637	Omn
000004814.1131580	Veg
000005686.1053891	Omn
000003026.1076300	Veg
000001031.1075810	Omn
000002568.1131694	Omn
000001779.1076243	Omn
000001615.1075717	Veg
000006894.1053730	Omn
000001315.1130498	Omn
000003200.1076097	Omn
000006837.1130322	Omn
000005750.1131739	Omn
000008998.1130367	Omn
000002023.1076356	Veg
000001811.1131510	Omn
000004711.1076148	Omn
000003438.1076250	Omn
000007127.1075706	Omn
000001291.1075802	Omn
000002229.1076126	Omn
000005910.1076232	Veg
000002734.1076312	Omn
000004790.1131967	Omn
000002939.1075939	Omn
000001432.1076127	Veg
000009627.1130332	Omn
000001288.1075748	Omn
000002506.1076079	Omn
000009034.1130488	Omn
000002044.1076220	Omn
000004837.1131719	Omn
000007176.1130219	Omn
000001436.1075795	Omn
000003757.1076203	Omn
000001353.1075797	Omn
000005063.1131626	Omn
000004142.1130104	Omn
000005936.1131959	Omn
000003955.1130226	Omn
000002467.1131786	Omn
000003150.1076411	Omn
000001026.1076452	Veg
000009227.1130187	Omn
000006711.1131587	Omn
000006863.1131589	Omn
000009733.1130554	Omn
000005068.1076383	Omn
000002751.1076200	Omn
000009372.1131749	Omn
000001110.1076116	Omn
000005915.1053722	Omn
000003368.1076449	Omn
000006794.1053711	Omn
000003226.1130269	Omn
000002831.1131862	Omn
000003476.1076215	Omn
000001047.1076131	Omn
000009222.1130456	Omn
000005223.1076401	Omn
000001325.1131964	Omn
000004694.1076305	Omn
000001419.1075726	Veg
000002578.1076195	Omn
000002151.1076046	Veg
000004642.1076446	Omn
000002273.1076044	Omn
000004855.1053784	Omn
000001837.1130157	Omn
000009571.1130547	Omn
000006665.1131906	Veg
000006808.1053880	Omn
000006801.1131649	Omn
000005799.1076278	Omn
000002437.1076448	Omn
000002005.1130400	Omn
000003046.1131658	Omn
000004189.1075828	Omn
000008957.1076410	Omn
000009210.1130218	Omn
000001576.1075918	Omn
000002817.1076249	Omn
000001248.1075959	Veg
000002873.1076129	Omn
000008962.1131722	Veg
000004221.1075987	Omn
000003316.1053890	Omn
000006064.1131748	Omn
000005013.1130550	Omn
000002703.1131740	Omn
000009214.1130140	Omn
000006673.1053928	Omn
000005753.1131729	Omn
000005814.1131681	Veg
000009552.1130370	Omn
000001749.1075972	Omn
000006940.1130389	Omn
000003714.1131590	Omn
000005990.1131759	Omn
000001947.1075859	Omn
000003603.1130002	Omn
000006818.1053813	Veg
000009228.1130183	Omn
000001397.1075799	Omn
000002310.1075803	Omn
000005025.1130362	Omn
000002944.1075933	Veg
000009182.1130193	Omn
000002898.1075919	Omn
000001384.1076438	Omn
000006717.1131775	Omn
000007643.1130228	Omn
000001459.1076170	Omn
000003120.1076018	Omn
000002996.1076141	Omn
000006762.1131703	Omn
000002200.1075766	Omn
000005712.1130560	Omn
000006104.1130200	Veg
000005811.1076419	Omn
000001808.1075826	Omn
000002850.1075773	Omn
000002371.1076128	Omn
000001450.1131879	Omn
000006973.1130264	Omn
000001658.1075889	Omn
000003022.1076269	Omn
000001731.1076049	Omn
000002494.1075850	Omn
000001649.1075973	Omn
000006650.1131956	Omn
000008201.1130365	Omn
000004234.1075991	Omn
000001787.1130232	Omn
000001912.1130507	Omn
000001487.1075942	Omn
000001059.1075968	Omn
000002567.1130387	Omn
000004980.1076442	Omn
000001331.1076387	Omn
000001533.1131671	Omn
000009655.1130528	Omn
000001488.1075891	Omn
000001238.1076317	Omn
000005999.1131541	Omn
000009150.1130538	Omn
000002849.1075737	Omn
000006797.1131697	Veg
000004281.1076377	Omn
000004695.1076294	Omn
000001886.1076042	Omn
000002628.1076328	Omn
000004930.1131602	Omn
000002894.1076053	Omn
000003079.1130565	Omn
000002575.1075824	Omn
000001794.1075867	Omn
000002645.1130296	Omn
000002979.1076405	Omn
000003793.1076234	Omn
000004163.1076174	Omn
000001552.1076011	Omn
000005970.1131855	Omn
000006625.1131798	Omn
000003199.1075946	Omn
000001232.1053811	Omn
000004686.1076302	Omn
000002301.1130475	Omn
000004611.1076237	Omn
000004773.1076185	Omn
000001299.1076086	Omn
000007688.1130544	Omn
000002384.1076153	Veg
000009555.1130521	Veg
000001792.1131672	Omn
000003220.1076239	Omn
000002237.1075757	Omn
000005026.1130493	Omn
000007745.1130227	Omn
000001354.1075844	Omn
000005902.1076268	Omn
000004830.1076138	Omn
000001120.1130527	Omn
000006752.1131965	Omn
000009236.1130542	Omn
000002866.1075831	Omn
000001786.1075834	Omn
000001874.1075818	Omn
000001944.1130041	Omn
000009198.1130535	Omn
000003145.1130311	Omn
000003281.1075835	Omn
000004915.1076343	Omn
000003136.1076362	Omn
000006100.1131925	Omn
000002690.1075892	Omn
000002183.1076375	Omn
000007683.1130555	Omn
000003981.1131582	Omn
000007865.1130178	Omn
000005966.1131848	Omn
000002882.1131723	Omn
000002878.1131732	Veg
000005981.1131913	Veg
000001762.1075722	Omn
000006819.1130292	Veg
000003173.1131939	Omn
000002160.1053942	Omn
000006114.1053803	Veg
000001509.1076139	Omn
000002261.1076015	Omn
000002921.1131614	Omn
000001100.1075827	Omn
000001380.1076102	Omn
000001572.1076205	Omn
000003900.1076303	Omn
000004920.1130551	Omn
000005937.1131547	Omn
000009397.1130185	Omn
000001312.1075776	Omn
000001154.1076055	Veg
000009118.1131662	Omn
000001345.1130446	Veg
000006743.1053729	Omn
000006044.1130160	Omn
000004726.1076189	Omn
000002068.1075723	Omn
000005653.1076283	Omn
000001322.1075907	Omn
000002716.1076334	Omn
000002980.1076308	Veg
000003170.1076187	Omn
000003358.1131830	Omn
000003506.1076033	Omn
000001038.1075956	Omn
000002199.1075940	Omn
000001196.1076040	Omn
000008198.1130540	Omn
000007663.1130288	Omn
000001805.1131920	Omn
000001621.1075715	Omn
000002068.1130031	Omn
000003956.1130098	Omn
000001939.1076169	Omn
000005931.1053940	Omn
000009035.1131647	Omn
000003189.1053842	Omn
000004860.1076235	Omn
000001593.1076013	Omn
000006110.1130139	Omn
000001892.1076265	Omn
000001593.1130109	Omn
000004916.1076313	Omn
000002545.1075975	Omn
000001056.1075927	Omn
000004148.1130378	Omn
000003079.1053831	Omn
000001650.1075911	Omn
000009158.1130246	Veg
000004190.1075945	Omn
000009052.1130000	Omn
000004666.1130385	Omn
000009410.1130368	Omn
000004693.1130457	Omn
000006865.1130107	Veg
000004026.1130283	Omn
000001555.1076056	Omn
000006651.1053743	Omn
000001879.1076223	Omn
000003761.1130305	Omn
000006037.1131794	Omn
000005892.1130278	Omn
000001529.1076281	Omn
000001902.1131629	Omn
000009240.1130040	Omn
000006893.1053917	Omn
000003214.1075910	Omn
000003001.1076398	Omn
000005755.1076260	Omn
000004737.1076217	Omn
000004775.1131668	Omn
000003640.1075801	Omn
000004011.1075759	Omn
000002606.1075777	Omn
000001574.1075853	Omn
000001270.1075957	Omn
000001759.1130559	Omn
000002315.1075719	Omn
000003126.1076280	Omn
000009444.1130484	Omn
000001699.1130468	Omn
000001732.1131851	Omn
000001851.1076307	Veg
000004679.1076461	Omn
000002665.1131581	Omn
000002951.1076106	Omn
000003149.1076181	Omn
000009204.1131601	Omn
000009144.1130476	Veg
000006737.1131897	Omn
000001538.1075817	Omn
000005824.1076392	Omn
000001541.1075950	Omn
000004144.1130461	Omn
000006676.1053750	Omn
000002220.1075863	Omn
000001451.1075992	Omn
000005727.1131536	Omn
000002014.1131929	Omn
000002446.1075774	Omn
000001701.1131724	Omn
000005967.1130099	Omn
000002419.1076002	Omn
000004774.1076460	Omn
000001073.1076273	Omn
000003439.1075896	Omn
000009174.1130293	Veg
000005784.1076227	Omn
000004781.1076272	Omn
000001851.1130393	Veg
000006912.1131585	Omn
000003059.1076103	Omn
000002689.1076006	Omn
000003794.1076403	Omn
000006970.1053745	Omn
000003155.1130361	Omn
000008980.1130339	Omn
000002897.1075721	Omn
000005850.1076190	Omn
000006909.1130490	Omn
000006645.1131845	Omn
000003154.1130494	Omn
000001833.1053836	Veg
000002886.1075832	Omn
000001171.1076095	Omn
000001907.1053898	Omn
000007645.1131721	Omn
000002481.1076124	Omn
000004636.1076424	Omn
000009202.1130243	Omn
000005019.1131737	Omn
000004691.1076159	Omn
000005228.1130467	Omn
000001528.1075962	Omn
000001079.1131588	Omn
000009430.1131811	Omn
000006757.1053947	Omn
000006864.1131891	Omn
000002171.1130530	Omn
000001756.1075979	Omn
000001747.1075724	Omn
000001347.1076248	Omn
000002185.1075996	Omn
000002503.1076368	Omn
000002183.1130360	Omn
000004641.1076399	Omn
000006910.1130300	Omn
000009644.1130259	Omn
000009009.1131712	Omn
000001597.1076041	Omn
000001374.1076462	Omn
000002157.1131567	Omn
000003880.1075842	Veg
000008959a.1130545	Omn
000001099.1076045	Omn
000006685.1053901	Veg
000002370.1053809	Omn
000004651.1131564	Omn
000003603.1076479	Omn
000001192.1075714	Omn
000001582.1130500	Omn
000006993.1131915	Omn
000006111.1131899	Omn
000001042.1076459	Omn
000006035.1130448	Omn
000001046.1075758	Omn
000001684.1076429	Omn
000006850.1131613	Omn
000002050.1076426	Omn
000003982.1131780	Omn
000009583.1130517	Omn
000007700.1130337	Omn
000001173.1075932	Omn
000003168.1131618	Omn
000002304.1075713	Omn
000001600.1053953	Omn
000006802.1131875	Omn
000002042.1076023	Omn
000005553.1131810	Omn
000006009.1053723	Omn
000003795.1076262	Omn
000006071.1131708	Omn
000002656.1076186	Omn
000006796.1131656	Omn
000009386.1130290	Omn
000001594.1076395	Omn
000002498.1131632	Omn
000001676.1076404	Omn
000001252.1076247	Omn
000002971.1076211	Omn
000002472.1076062	Veg
000002863.1075873	Omn
000004818.1076391	Veg
000002819.1076009	Veg
000004696.1076172	Omn
000004613.1131734	Veg
000009606.1130266	Omn
000009231.1130348	Omn
000003088.1130398	Omn
000002883.1076125	Veg
000002607.1075716	Omn
000002443.1075906	Omn
000003063.1131596	Omn
000002911.1130116	Omn
000001842.1076007	Omn
000006733.1131770	Omn
000001069.1130076	Omn
000004272.1076219	Omn
000004207.1076091	Omn
000006714.1131841	Veg
000002810.1130515	Omn
000008949.1076209	Omn
000009090.1130333	Omn
000002465.1076284	Omn
000004787.1131664	Omn
000009566.1130281	Omn
000006926.1131764	Omn
000001265.1075808	Veg
000002782.1075944	Omn
000001978.1075913	Omn
000004796.1076168	Omn
000001275.1075779	Omn
000006795.1053877	Omn
000001988.1075753	Omn
000001631.1130443	Omn
000002739.1075865	Omn
000003172.1131644	Omn
000001225.1076080	Omn
000008959b.1130464	Omn
000006741.1131842	Omn
000002777.1076105	Omn
000002350.1130144	Omn
000002489.1131666	Omn
000001255.1076444	Veg
000001209.1076406	Omn
000002028.1053812	Omn
000002079.1130001	Omn
000001435.1075749	Veg
000006803.1131961	Omn
000001072.1076364	Omn
000009365.1130188	Omn
000002911.1076393	Omn
000001911.1076144	Omn
000002287.1076236	Omn
000004640.1076225	Omn
000009015.1130431	Omn
000001565.1131700	Omn
000001062.1131940	Omn
000004667.1076264	Omn
000004752.1076466	Omn
000003300.1075886	Omn
000002063.1131894	Omn
000003279.1076292	Omn
000005887.1131750	Omn
000009530.1131866	Omn
000005805.1130034	Omn
000002450.1131907	Omn
000004652.1076357	Omn
000009596.1130213	Omn
000008204.1130101	Omn
000004294.1131799	Omn
000008957.1076366	Omn
000005954.1076427	Omn
000009529.1131825	Omn
000003137.1131850	Omn
000002114.1076296	Omn
000004823.1076277	Omn
000006809.1053726	Omn
000003146.1130123	Omn
000005928.1053871	Omn
000002588.1053708	Omn
000002466.1076088	Omn
000002859.1075875	Omn
000007053.1130145	Omn
000002893.1075782	Omn
000009455.1130195	Omn
000001155.1075796	Omn
000009449.1130177	Omn
000006767.1131738	Omn
000008954.1076321	Omn
000001583.1076093	Omn
000009624.1131870	Veg
000004894.1076204	Omn
000001138.1076057	Omn
000003715.1131946	Omn
000001579.1076370	Omn
000001243.1053840	Omn
000004819.1076407	Omn
000005986.1130450	Omn
000004076.1131909	Omn
000009102.1130180	Omn
000002067.1075762	Omn
000009621.1130016	Omn
000004881.1076347	Omn
000004144.1076152	Omn
000007139.1131933	Omn
000004812.1076384	Veg
000003533.1075751	Omn
000001835.1075812	Omn
000005638.1053718	Omn
000004797.1076177	Omn
000004753.1076367	Omn
000009355.1130197	Omn
000004223.1075735	Omn
000001543.1075783	Omn
000006742.1053952	Omn
000005755.1130428	Omn
000006628.1130519	Veg
000001240.1053777	Omn
000001194.1075909	Omn
000002625.1076001	Omn
000006740.1131856	Omn
000002589.1076365	Veg
000001631.1076423	Omn
000002160.1130381	Omn
000001156.1130156	Omn
000009640.1130267	Omn
000001002.1076104	Omn
000002301.1076386	Omn
000004979.1076191	Omn
000003155.1076074	Omn
000001919.1076369	Omn
000005023.1130534	Omn
000005839.1131898	Omn
000003337.1076412	Omn
000002853.1076073	Veg
000002346.1076208	Omn
000006026.1131720	Omn
000009098.1130194	Omn
000001032.1075935	Omn
000007732.1131532	Omn
000002458.1130095	Omn
000002616.1130201	Omn
000005080.1076430	Omn
000001764.1075760	Omn
000003973.1075857	Omn
000007025.1131604	Omn
000002490.1131918	Omn
000006021.1131660	Omn
000002176.1130171	Omn
000002369.1053841	Omn
000001214.1076070	Omn
000006030.1053830	Veg
000001493.1130567	Omn
000002282.1130036	Omn
000001203.1076359	Veg
000005790.1131563	Omn
000009108.1131673	Omn
000005697.1130074	Omn
000009734.1130085	Omn
000002244.1076101	Veg
000002632.1075849	Omn
000002111.1131695	Omn
000001940.1076285	Omn
000005655.1076197	Veg
000002576.1075912	Omn
000009457.1130091	Omn
000005016.1076421	Veg
000006805.1130509	Omn
000005756.1076293	Omn
000002997.1130430	Omn
000002389.1076456	Veg
000009526.1131937	Omn
000005945.1076471	Omn
000002166.1075926	Omn
000008950.1076198	Omn
000005713.1131815	Omn
000001069.1076090	Omn
000001802.1075921	Omn
000006675.1130181	Omn
