#SampleID	DIET_TYPE
000005920.1131568	Omnivore
000005965.1131938	Omnivore
000010184.1210857	Omnivore
000003125.1076414	Omnivore
000013417.1259401	Omnivore
000001317.1075937	Omnivore
000004753.1076367	Omnivore
000002482.1075920	Omnivore
000014325.1259159	Omnivore
000013357.1257317	Omnivore
000003495.1212958	Omnivore
000012911.1210628	Omnivore
000014234.1259572	Omnivore
000001621.1130247	Omnivore
000004709.1076180	Omnivore
000006760.1130215	Omnivore
000002081.1053820	Omnivore
000002370.1130350	Omnivore
000013780.1259578	Omnivore
000004864.1076238	Omnivore
000004220.1131867	Omnivore
000004090.1213020	Omnivore
000003851.1259605	Omnivore
000014608.1259279	Omnivore
000006065.1053734	Omnivore
000002520.1259520	Omnivore
000011949.1210666	Omnivore
000001135.1076119	Omnivore
000005041.1130541	Omnivore
000002774.1075948	Omnivore
000006047.1130524	Omnivore
000001647.1076299	Omnivore
000004927.1131781	Omnivore
000013031.1257424	Omnivore
000009211.1130163	Omnivore
000014153.1259416	Vegan
000009139.1131511	Omnivore
000013409.1257214	Omnivore
000009715.1130275	Omnivore
000013765.1259158	Omnivore
000004676.1076360	Omnivore
000014282.1259559	Omnivore
000013533.1259220	Omnivore
000002288.1130324	Omnivore
000012950.1257517	Omnivore
000004185.1076034	Omnivore
000012059.1210747	Omnivore
000001616.1076171	Vegan
000001141.1075936	Omnivore
000010274.1210810	Vegan
000005039.1076228	Omnivore
000014434.1259725	Omnivore
000013387.1259650	Omnivore
000003061.1130064	Omnivore
000002825.1076132	Omnivore
000011959.1257086	Omnivore
000004656.1076279	Omnivore
000005012.1131927	Omnivore
000001745.1075778	Omnivore
000010225.1213086	Omnivore
000001142.1075871	Omnivore
000014629.1259681	Omnivore
000011168.1257279	Omnivore
000005662.1130027	Omnivore
000003922.1210891	Omnivore
000002309.1130415	Omnivore
000014888.1259151	Omnivore
000009592.1213114	Omnivore
000002466.1076088	Omnivore
000002396.1075884	Omnivore
000006678.1131726	Omnivore
000010249.1259394	Omnivore
000002211.1075742	Omnivore
000004922.1131561	Omnivore
000013524.1259516	Omnivore
000002342.1053720	Omnivore
000006117.1210656	Omnivore
000008964.1213057	Omnivore
000009766.1131885	Omnivore
000003082.1076433	Omnivore
000006666.1053751	Omnivore
000007688.1130544	Omnivore
000008982.1131895	Omnivore
000001008.1075990	Omnivore
000002468.1131553	Omnivore
000001521.1075767	Omnivore
000013652.1259406	Omnivore
000007693.1130373	Omnivore
000009075.1212960	Omnivore
000002715.1076224	Omnivore
000004147.1130208	Omnivore
000011077.1210537	Omnivore
000009118.1131662	Omnivore
000001049.1075984	Omnivore
000009036.1130439	Omnivore
000009427.1131753	Omnivore
000001344.1075861	Omnivore
000002113.1257259	Omnivore
000012157.1210674	Omnivore
000003216.1075785	Omnivore
000005765.1210779	Omnivore
000002537.1259678	Omnivore
000014158.1259362	Omnivore
000004781.1076272	Omnivore
000015940.1259170	Omnivore
000003596.1210906	Omnivore
000001301.1075982	Omnivore
000004859.1076231	Omnivore
000009484.1130566	Omnivore
000012089.1257384	Omnivore
000001336.1075898	Omnivore
000014220.1259228	Omnivore
000004707.1076222	Omnivore
000005024.1130237	Omnivore
000012903.1257116	Omnivore
000010263.1210682	Omnivore
000012070.1257554	Omnivore
000012238.1257473	Omnivore
000013530.1257476	Omnivore
000001789.1210787	Omnivore
000010948.1210864	Omnivore
000004736.1076315	Omnivore
000001401.1130254	Omnivore
000003718.1257430	Omnivore
000001778.1131881	Omnivore
000006763.1130413	Omnivore
000007673.1130155	Omnivore
000002387.1075963	Omnivore
000005935.1130482	Omnivore
000011315.1210642	Omnivore
000010865.1259452	Omnivore
000002871.1076038	Omnivore
000001386.1075775	Omnivore
000006895.1053738	Omnivore
000002064.1076346	Omnivore
000008972.1131924	Omnivore
000005020.1131526	Omnivore
000010236.1213021	Omnivore
000010908.1213091	Omnivore
000013112.1259485	Omnivore
000001659.1075988	Omnivore
000004215.1213063	Omnivore
000013472.1257496	Omnivore
000005971.1131880	Omnivore
000013190.1259625	Omnivore
000002302.1076213	Omnivore
000011934.1210837	Omnivore
000005938.1076475	Omnivore
000004918.1130508	Omnivore
000010838.1210617	Omnivore
000002334.1076229	Omnivore
000001098.1076016	Omnivore
000004650.1131819	Vegan
000008949.1076233	Omnivore
000012337.1210847	Omnivore
000008193.1130029	Omnivore
000006879.1130118	Vegan
000001352.1212998	Omnivore
000005948.1130006	Vegan
000009463.1130442	Vegan
000002807.1131531	Omnivore
000006887.1210859	Omnivore
000001856.1075938	Omnivore
000001305.1075908	Omnivore
000003830.1131565	Omnivore
000001524.1210652	Omnivore
000007108.1075657	Omnivore
000011029.1210842	Omnivore
000001551.1075786	Omnivore
000015949.1259286	Omnivore
000003215.1131903	Omnivore
000006050.1131603	Vegan
000013316.1257530	Omnivore
000012244.1259269	Omnivore
000006636.1131643	Omnivore
000010178.1212990	Omnivore
000002258.1210686	Omnivore
000005924.1131540	Omnivore
000002670.1131756	Omnivore
000001583.1076093	Omnivore
000001483.1076445	Omnivore
000004916.1130017	Omnivore
000009193.1213038	Omnivore
000005762.1257456	Omnivore
000004894.1130072	Omnivore
000013446.1259211	Omnivore
000013527.1257340	Omnivore
000004926.1130303	Omnivore
000012149.1259482	Omnivore
000009556.1212974	Omnivore
000003453.1131706	Omnivore
000001170.1075761	Omnivore
000004887.1259165	Omnivore
000002829.1210902	Omnivore
000002963.1210924	Omnivore
000004894.1076204	Omnivore
000014206.1257515	Omnivore
000003971.1075999	Omnivore
000007056.1130302	Omnivore
000004192.1213137	Omnivore
000001272.1075718	Omnivore
000012105.1257181	Omnivore
000010230.1210715	Omnivore
000006941.1131884	Omnivore
000006020.1131655	Omnivore
000001763.1075809	Omnivore
000010191.1213045	Omnivore
000002288.1076201	Omnivore
000009400.1213023	Omnivore
000006716.1131728	Omnivore
000007698.1130472	Omnivore
000007077.1075690	Omnivore
000002082.1053885	Omnivore
000001735.1076099	Omnivore
000006668.1130334	Omnivore
000013409.1259439	Omnivore
000005878.1210571	Omnivore
000010871.1213068	Omnivore
000004749.1257330	Omnivore
000009675.1213127	Omnivore
000002687.1075746	Omnivore
000006042.1131768	Omnivore
000002793.1131616	Omnivore
000014978.1259472	Omnivore
000013088.1257541	Omnivore
000010723.1213082	Omnivore
000009188.1210720	Omnivore
000005737.1213059	Omnivore
000003452.1131788	Omnivore
000002072.1259167	Omnivore
000013249.1257242	Omnivore
000012102.1259328	Omnivore
000002302.1130154	Omnivore
000010110.1259409	Omnivore
000013265.1257493	Omnivore
000012053.1257552	Omnivore
000002403.1076244	Omnivore
000010880.1213133	Omnivore
000011337.1210601	Omnivore
000003280.1075890	Omnivore
000002869.1259425	Omnivore
000013213.1257093	Omnivore
000002281.1131757	Omnivore
000014899.1259428	Omnivore
000012299.1257532	Omnivore
000010546.1259275	Omnivore
000013258.1257415	Omnivore
000013189.1259705	Omnivore
000001089.1075745	Omnivore
000001626.1212997	Omnivore
000014937.1259382	Omnivore
000001364.1075787	Omnivore
000002165.1075866	Omnivore
000013237.1257101	Omnivore
000005982.1257183	Omnivore
000002199.1075940	Omnivore
000001874.1075818	Omnivore
000009533.1212983	Omnivore
000013858.1257351	Omnivore
000001916.1075888	Omnivore
000001906.1130170	Omnivore
000013001.1257088	Omnivore
000004633.1076440	Omnivore
000001281.1076476	Omnivore
000002652.1076263	Omnivore
000014237.1259582	Omnivore
000005073.1076469	Omnivore
000013965.1257156	Omnivore
000010181.1213135	Omnivore
000009127.1212993	Omnivore
000004859.1130220	Omnivore
000009166.1259400	Omnivore
000001651.1076077	Omnivore
000006134.1131957	Omnivore
000003838.1130504	Omnivore
000013523.1257293	Omnivore
000010962.1210614	Omnivore
000010832.1212946	Omnivore
000011942.1257131	Omnivore
000002605.1076071	Omnivore
000011207.1210834	Omnivore
000001965.1131816	Omnivore
000001535.1131625	Omnivore
000011301.1259155	Omnivore
000001299.1076086	Omnivore
000009102.1130180	Omnivore
000001534.1053739	Omnivore
000008999.1210531	Omnivore
000002159.1131556	Omnivore
000003372.1257082	Omnivore
000005846.1131690	Omnivore
000009198.1130535	Omnivore
000002733.1076465	Omnivore
000004890.1076329	Omnivore
000001114.1130033	Omnivore
000013714.1259606	Omnivore
000009152.1210880	Omnivore
000002161.1053919	Omnivore
000013312.1257276	Omnivore
000005031.1076400	Omnivore
000009114.1130112	Omnivore
000013382.1257488	Omnivore
000002609.1076069	Omnivore
000004141.1076030	Omnivore
000006647.1130279	Omnivore
000014560.1259141	Omnivore
000002347.1076425	Omnivore
000014518.1259710	Omnivore
000004753.1130558	Omnivore
000013795.1259614	Omnivore
000012034.1257115	Omnivore
000006762.1210733	Omnivore
000005007.1130061	Omnivore
000010544.1210586	Omnivore
000013340.1259441	Omnivore
000002649.1131517	Omnivore
000009645.1210743	Omnivore
000001139.1210636	Omnivore
000006053.1131699	Omnivore
000002205.1076114	Omnivore
000003287.1076025	Omnivore
000013550.1259186	Omnivore
000006691.1131696	Omnivore
000002806.1076060	Omnivore
000002952.1076047	Omnivore
000001593.1076013	Omnivore
000015013.1259693	Omnivore
000001152.1075756	Omnivore
000013861.1257204	Omnivore
000010913.1212973	Omnivore
000014334.1259240	Omnivore
000001175.1257200	Omnivore
000011149.1257119	Omnivore
000012134.1259217	Omnivore
000013008.1259561	Omnivore
000011250.1210962	Vegan
000010937.1212954	Omnivore
000013359.1259319	Omnivore
000013003.1259346	Omnivore
000002148.1075974	Omnivore
000001302.1210574	Omnivore
000003937.1075765	Omnivore
000008954.1076453	Omnivore
000003820.1053731	Omnivore
000001183.1212980	Omnivore
000013972.1259405	Omnivore
000004872.1076287	Omnivore
000004266.1076089	Omnivore
000005037.1076397	Omnivore
000002175.1075864	Omnivore
000002177.1076288	Omnivore
000003284.1259247	Omnivore
000004916.1076313	Omnivore
000014292.1259498	Omnivore
000004971.1131691	Omnivore
000001726.1076111	Omnivore
000009528.1131530	Omnivore
000002162.1130335	Omnivore
000014340.1259210	Omnivore
000010303.1213054	Omnivore
000006949.1131776	Omnivore
000004629.1257486	Omnivore
000011054.1210772	Omnivore
000013385.1257538	Omnivore
000011200.1259358	Omnivore
000004222.1076082	Omnivore
000013575.1257191	Omnivore
000002056.1075815	Omnivore
000002146.1130172	Omnivore
000003083.1130159	Omnivore
000002897.1130312	Omnivore
000011053.1259197	Omnivore
000012114.1259334	Omnivore
000010993.1210918	Omnivore
000006635.1131865	Omnivore
000009241.1213050	Omnivore
000001294.1075823	Omnivore
000009394.1257182	Omnivore
000012201.1210920	Omnivore
000002752.1076382	Omnivore
000006728.1131584	Omnivore
000009117.1131529	Omnivore
000011388.1259232	Omnivore
000002801.1130261	Omnivore
000009593.1212955	Omnivore
000013572.1259153	Vegan
000014601.1259205	Omnivore
000004009.1075925	Omnivore
000013272.1259451	Omnivore
000001622.1076031	Omnivore
000013334.1259190	Omnivore
000013933.1259248	Omnivore
000005014.1130182	Omnivore
000002071.1210836	Omnivore
000012038.1210854	Omnivore
000010895.1210540	Omnivore
000006657.1053714	Omnivore
000004148.1130378	Omnivore
000004972.1131843	Omnivore
000006695.1131826	Omnivore
000010866.1259313	Omnivore
000001795.1076010	Omnivore
000004692.1131854	Omnivore
000001390.1130382	Omnivore
000009003.1130128	Omnivore
000009494.1130280	Omnivore
000002331.1075840	Omnivore
000013103.1210675	Omnivore
000003475.1076147	Omnivore
000004188.1075819	Omnivore
000002341.1053910	Omnivore
000001249.1213076	Omnivore
000013479.1259335	Omnivore
000001400.1076345	Omnivore
000010719.1210885	Omnivore
000013457.1257108	Omnivore
000011997.1257371	Omnivore
000003496.1213035	Omnivore
000012962.1210716	Omnivore
000013146.1259312	Omnivore
000006688.1131539	Omnivore
000014357.1259434	Omnivore
000006001.1131648	Omnivore
000009433.1130132	Omnivore
000003798.1076388	Omnivore
000012955.1259599	Omnivore
000010979.1210913	Omnivore
000011047.1257166	Omnivore
000005960.1210741	Omnivore
000009149.1131519	Omnivore
000013277.1257505	Omnivore
000002418.1131513	Omnivore
000013807.1259540	Omnivore
000001126.1075986	Omnivore
000002027.1053924	Omnivore
000010102.1210529	Omnivore
000001496.1257137	Omnivore
000003058.1075837	Omnivore
000010123.1210551	Omnivore
000013453.1259281	Omnivore
000014224.1259209	Omnivore
000014611.1259218	Omnivore
000001423.1076221	Omnivore
000003577.1259351	Omnivore
000013073.1257096	Omnivore
000013772.1259690	Omnivore
000013471.1257251	Omnivore
000014318.1259576	Omnivore
000005238.1076291	Omnivore
000002577.1076258	Omnivore
000001662.1130357	Omnivore
000004974.1131852	Omnivore
000005685.1131955	Omnivore
000003954.1130309	Omnivore
000014990.1259772	Omnivore
000001830.1076118	Omnivore
000001375.1075804	Omnivore
000013063.1210710	Omnivore
000005974.1259192	Omnivore
000010834.1210689	Vegan
000014490.1259641	Omnivore
000002735.1130284	Omnivore
000002250.1213140	Omnivore
000001832.1075755	Vegan
000007184.1131592	Omnivore
000009497.1210631	Omnivore
000002262.1076020	Omnivore
000013733.1259774	Omnivore
000003201.1075970	Omnivore
000013383.1257551	Omnivore
000010725.1210576	Omnivore
000010134.1210887	Omnivore
000002733.1076457	Omnivore
000001404.1075729	Omnivore
000002319.1075743	Omnivore
000001934.1076306	Omnivore
000014591.1259467	Omnivore
000012069.1257537	Omnivore
000001520.1076266	Omnivore
000001060.1076121	Omnivore
000013007.1257343	Omnivore
000013702.1257291	Omnivore
000004699.1076394	Omnivore
000001334.1076230	Omnivore
000005725.1131948	Omnivore
000012184.1210648	Omnivore
000003171.1076314	Omnivore
000001379.1131813	Omnivore
000002125.1130222	Omnivore
000013107.1257252	Omnivore
000009531.1131795	Omnivore
000014447.1259238	Omnivore
000010205.1257452	Omnivore
000013859.1257122	Omnivore
000011362.1210912	Omnivore
000009013.1131551	Omnivore
000003432.1075725	Omnivore
000011190.1210714	Omnivore
000010174.1257331	Omnivore
000001011.1210950	Omnivore
000002160.1130381	Omnivore
000004633.1130011	Omnivore
000013355.1257310	Omnivore
000009151.1210604	Omnivore
000013381.1257367	Omnivore
000010232.1212970	Omnivore
000005937.1210618	Omnivore
000002391.1075924	Omnivore
000010305.1257418	Omnivore
000004773.1076185	Omnivore
000005761.1257470	Omnivore
000009221.1130007	Omnivore
000010104.1213053	Omnivore
000003713.1076336	Omnivore
000006729.1131640	Omnivore
000013089.1257370	Omnivore
000006838.1130287	Omnivore
000013218.1259397	Omnivore
000003843.1259522	Omnivore
000002274.1076076	Omnivore
000002587.1053912	Omnivore
000012286.1257439	Omnivore
000001001.1053931	Omnivore
000004631.1131889	Omnivore
000002451.1130037	Omnivore
000013947.1257490	Omnivore
000014451.1259399	Omnivore
000001587.1075953	Omnivore
000011243.1257237	Omnivore
000006944.1131932	Omnivore
000009011.1131752	Omnivore
000013808.1259544	Omnivore
000006072.1131834	Omnivore
000011395.1210826	Omnivore
000010206.1210956	Omnivore
000013801.1257440	Vegan
000006943.1131820	Omnivore
000014063.1257184	Omnivore
000002295.1075885	Omnivore
000010115.1210633	Vegan
000010840.1210851	Omnivore
000004973.1131789	Omnivore
000002179.1076210	Omnivore
000002176.1076120	Omnivore
000013828.1259157	Omnivore
000014024.1259574	Omnivore
000002253.1131832	Omnivore
000003092.1076134	Omnivore
000001263.1076271	Omnivore
000006929.1130131	Omnivore
000009464.1130297	Vegan
000006684.1053860	Omnivore
000013822.1259142	Omnivore
000013091.1259543	Omnivore
000005810.1130481	Omnivore
000003266.1131945	Omnivore
000013960.1259449	Omnivore
000002534.1130403	Omnivore
000012933.1210724	Omnivore
000010208.1259390	Omnivore
000010117.1257322	Omnivore
000002114.1076296	Omnivore
000005935.1053827	Omnivore
000001241.1130571	Omnivore
000009238.1131680	Omnivore
000013273.1257256	Omnivore
000010125.1210861	Omnivore
000001559.1075764	Omnivore
000002711.1259259	Omnivore
000002669.1131831	Omnivore
000006662.1131579	Omnivore
000004645.1131766	Omnivore
000002038.1210647	Omnivore
000012368.1259174	Omnivore
000003580.1259274	Omnivore
000004677.1076202	Omnivore
000014118.1259535	Omnivore
000007182.1130363	Omnivore
000009432.1213083	Omnivore
000009413.1131600	Omnivore
000005755.1076260	Omnivore
000012230.1257534	Omnivore
000009098.1130194	Omnivore
000002546.1075771	Omnivore
000004919.1130014	Omnivore
000010173.1259252	Omnivore
000005596.1130225	Omnivore
000003732.1130495	Omnivore
000002372.1075793	Omnivore
000013655.1259323	Omnivore
000001662.1076019	Omnivore
000001389.1130276	Omnivore
000014523.1259421	Omnivore
000003719.1257129	Omnivore
000006049.1131960	Omnivore
000003797.1076344	Omnivore
000010946.1210769	Omnivore
000003331.1075820	Omnivore
000004822.1076432	Omnivore
000009398.1213034	Omnivore
000013913.1257171	Omnivore
000001018.1075878	Omnivore
000010555.1257110	Omnivore
000013925.1259235	Omnivore
000013239.1259595	Omnivore
000001671.1053821	Vegan
000002201.1130086	Omnivore
